p_sat,API,gamma_s,temperature,sample,gamma_c
100.0,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1973.469387755102,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2042.8571428571427,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2112.2448979591836,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2181.6326530612246,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2251.020408163265,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2320.408163265306,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2389.795918367347,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2459.1836734693875,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2528.5714285714284,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2597.9591836734694,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2667.34693877551,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2736.734693877551,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2806.122448979592,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2875.5102040816328,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
2944.8979591836733,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
3014.285714285714,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
3083.673469387755,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
3153.0612244897957,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
3222.4489795918366,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
3291.8367346938776,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
3361.224489795918,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1904.0816326530612,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1834.6938775510203,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1765.3061224489795,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1695.9183673469388,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
169.3877551020408,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
238.77551020408163,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
308.1632653061224,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
377.55102040816325,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
446.9387755102041,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
516.3265306122448,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
585.7142857142857,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
655.1020408163265,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
724.4897959183673,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
793.8775510204082,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
3430.612244897959,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
863.2653061224489,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1002.0408163265306,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1071.4285714285713,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1140.8163265306123,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1210.204081632653,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1279.5918367346937,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1348.9795918367347,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1418.3673469387754,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1487.7551020408164,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1557.142857142857,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
1626.5306122448978,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
932.6530612244898,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
3500.0,49.83997615516365,0.7501487672326328,168.56474710591453,0,0.7410051116881495
